Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
5546,0379.8319,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,DUENO DE RESTAURANTE,1412,01,1,NA,NA,1,1,2,1,2,1,1,1,2,3,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,006,26,09,2020,23,006,16,08,2015,6,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
5568,0381.1097,04,Campeche,NA,NA,01,1,2,04,03,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,04,1,NA,NA,1,2,1,1,1,1,1,1,1,6,2,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,22,10,2020,04,003,05,02,2020,5,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1732.1,1.7272727272727271,0.57894736842105265
5573,0381.3067,23,Quintana Roo,NA,NA,01,1,2,23,02,0,0,0,0,0,0,0,0,1,0,0,0,1,01,1,1,00,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,06,07,2,2,NA,NA,NA,1,01,00,2,2,NA,NA,NA,POLICÍA MUNICIPAL,5312,05,1,NA,NA,1,2,1,1,1,1,1,1,1,5,4,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,23,06,2015,23,005,19,06,2015,2,5,3,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,07,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0381.1,3.4632352941176476,0.33090024330900242
5576,0381.3895,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,DESCARGABA Y LIMPIABA EN EL AEROPUERTO,9711,09,1,NA,NA,1,2,1,1,2,1,1,2,1,3,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,07,02,2014,23,005,98,98,2013,5,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,02,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
5609,0382.8474,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EN SU NEGOCIO DE MUEBLES,4111,04,1,NA,NA,1,2,1,2,1,1,1,1,1,6,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,18,05,2018,05,035,98,98,9998,1,5,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,2,2,2,NA,1,1,1,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,02,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
5620,0383.3600,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,1,0,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CHOFER PARTICULAR,8343,08,1,NA,NA,1,2,1,1,1,1,1,2,1,1,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,059,98,98,2019,31,059,03,07,2019,1,2,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2884.1,2.3467230443974629,0.34077809798270892
5626,0383.6430,31,Yucatán,NA,NA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MECANICO AUTOMOTRIZ,2632,02,1,NA,NA,1,2,1,1,2,1,1,2,9,2,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,006,16,09,2011,31,006,16,09,2011,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1615.1,2.2857142857142856,0.64615384615384619
5627,0383.6551,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,1,1,1,2,1,2,2,2,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,059,12,08,2017,31,059,12,08,2017,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2884.1,2.3467230443974629,0.34077809798270892
5629,0383.7894,27,Tabasco,50,CERESO VILLAHERMOSA,01,2,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01,2,1,2,1,2,1,1,2,2,2,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,21,09,2018,27,004,21,09,2018,1,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,07,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2795.2,1.0176991150442478,1
5638,0384.1572,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,0,0,1,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TAPICERO,7351,07,1,NA,NA,1,2,1,1,2,1,1,1,1,2,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,04,07,2018,31,050,04,07,2018,1,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,2,1,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
5646,0384.5175,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MANTENIMIENTO DE ALBERCAS,9621,09,1,NA,NA,1,2,1,2,1,1,1,1,1,6,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,03,06,2020,23,005,03,06,2020,1,5,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,1,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,03,06,1,1,1,1,1,1,0,0,0,1,00020000,2,NA,0381.1,3.4632352941176476,0.33090024330900242
5649,0384.6505,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NO TRABAJABA,1008,97,NA,11,01,1,2,1,1,1,2,3,1,1,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,028,08,11,2015,05,028,08,11,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534.2,1.01,1
5652,0384.7338,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,VENDEDOR DE MEDICINA NATURISTA,4211,04,1,NA,NA,1,2,1,1,1,1,1,1,1,1,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,017,17,04,1999,27,017,15,04,1999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0573.1,2.9999999999999996,0.38732394366197181
5659,0385.1257,18,Nayarit,38,CEFERESO 4 NOROESTE,01,1,1,05,01,0,0,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,VENDIENDO MARIHUANA Y OTRAS SUSTACIAS.,1014,10,2,NA,02,1,2,1,2,1,1,1,1,1,6,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,02,02,2015,05,030,02,02,2015,1,5,2,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,03,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1211.1,1.626005361930295,0.5987158908507223
5661,0385.2609,05,Coahuila de Zaragoza,08,"CENTRO PENITENCIARIO FEDERAL 18 ""CPS COAHUILA""",01,1,1,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CONTADOR,2121,02,1,NA,NA,1,1,1,2,1,1,1,1,1,6,1,08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,11,04,2013,05,025,11,04,2013,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,1,2,2,2,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,01,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1897.1,3.1213675213675218,0.3306953080836631
5671,0385.7477,04,Campeche,NA,NA,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,HACIA MANDADITOS,9723,09,1,NA,NA,1,1,1,2,2,1,2,2,1,2,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,04,03,2021,04,003,04,03,2021,1,5,2,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1732.1,1.7272727272727271,0.57894736842105265
5688,0386.3324,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OPTOMETRISTA,2432,02,1,NA,NA,1,2,1,2,1,1,1,1,1,2,4,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,24,06,2010,27,004,98,98,9998,5,5,2,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,04,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0573.1,2.9999999999999996,0.38732394366197181
5696,0386.8734,23,Quintana Roo,NA,NA,01,1,2,23,03,0,1,0,0,0,0,0,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,04,00,1,2,NA,NA,NA,GUARDIA DE SEGURIDAD PRIVADA,5313,05,1,NA,NA,1,2,2,1,2,1,2,2,1,1,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,008,31,10,2015,23,008,31,10,2015,2,5,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,2351.1,2.8881987577639752,0.33402489626556015
5706,0387.1887,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,0,1,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADO DE RADIO Y TELEVISION EN TECNOLOGIA,9999,99,NA,NA,99,1,1,1,2,1,1,3,2,1,5,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,24,02,2021,05,030,21,02,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0615.1,5.3296703296703294,0.37092391304347827
5720,0388.0616,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,2,2,2,2,2,2,2,2,2,4,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,14,08,2008,31,085,98,98,2000,6,5,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,06,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
5723,0388.3936,23,Quintana Roo,NA,NA,01,1,2,23,02,1,0,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,MANTENIMIENTO,2639,02,1,NA,NA,1,2,1,2,1,1,1,1,1,1,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,01,11,2019,23,005,01,11,2019,1,2,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,1,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0381.1,3.4632352941176476,0.33090024330900242
5741,0389.2287,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,1,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,INSTALACION DE CABLEVISION,2642,02,1,NA,NA,1,1,1,2,1,1,1,1,1,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,29,10,2019,31,050,29,10,2019,1,2,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,04,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
5748,0389.4372,27,Tabasco,50,CERESO VILLAHERMOSA,01,2,2,27,03,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ENCARGADA DE UN HOTEL,1412,01,1,NA,NA,1,2,1,1,2,1,2,1,1,3,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,008,08,08,2004,27,008,08,08,2004,1,5,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,1,2,2,2,NA,2,2,2,1,1,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2795.2,1.0176991150442478,1
5756,0389.8789,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,0,1,1,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AGRICULTOR,6119,06,1,NA,NA,1,2,1,2,1,1,3,1,1,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,009,27,12,2001,04,009,27,12,2001,1,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,1,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2352.1,1.7405940594059406,0.5751708428246014
5764,0390.3101,04,Campeche,07,CERESO KOBEN,01,1,2,30,06,1,0,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TECNICO DE AIRE ACONDICIONADO,2637,02,1,NA,NA,1,1,2,1,2,2,3,2,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,002,11,12,2009,04,002,02,12,2009,3,4,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,10,06,1,1,0,0,0,0,1,0,0,2,NA,1,5,2352.1,1.7405940594059406,0.5751708428246014
5775,0390.7724,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,01,06,2,2,NA,NA,NA,AGENTE DE COBRANZA,3122,03,1,NA,NA,1,1,1,1,2,1,2,1,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,18,08,2018,27,004,98,98,2016,6,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,02,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0573.1,2.9999999999999996,0.38732394366197181
