,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
1,101.0001,13,Hidalgo,NA,NA,1,1,2,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,"CORTE DE CESPED, ELETRICISTA Y SOLDADOR",5299,5,1,NA,NA,1,2,1,1,2,1,2,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16,8,12,2017,13,29,17,11,2017,3,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,2,2,2,NA,1,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,0,0,2,NA,1,5,883.1,3.9811320754717,0.258536585365854
2,101.1432,1,Aguascalientes,NA,NA,1,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,6,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE,4111,4,1,NA,NA,1,1,1,1,2,1,1,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,2013,1,1,98,4,2012,6,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,872.2,1.05,0.991735537190083
3,101.1477,9,Ciudad de M�xico,15,RECLUSORIO PREVENTIVO VARONIL ORIENTE,1,1,2,9,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,2,6,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,POLICIA MUNICIPAL,5312,5,1,NA,NA,1,2,1,1,2,2,1,2,2,4,1,9,0,1,0,1,0,0,0,0,0,0,9,3,25,2,2009,9,3,98,10,2007,6,5,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,4,1,2,1,0,0,0,0,0,0,2,NA,2,NA,210.1,11.7041666666667,0.198019801980198
4,101.2131,32,Zacatecas,NA,NA,1,1,2,32,1,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPO,6119,6,1,NA,NA,1,1,2,1,2,1,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10,4,5,2017,32,10,98,4,2017,2,4,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,NA,1,1,2,1,1,1,2,2,2,NA,NA,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2294.1,3.22857142857143,0.416666666666667
5,101.298,28,Tamaulipas,NA,NA,1,1,2,28,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ENCARGADO DE UN CENTRO REHABILITACION,5201,5,1,NA,NA,1,2,1,1,2,1,3,2,2,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,27,29,5,2013,28,27,15,5,2013,5,5,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1979.1,3.04597701149425,0.36864406779661
6,101.2982,3,Baja California Sur,NA,NA,1,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,0,7,2,2,NA,NA,NA,PESCADOR,6211,6,1,NA,NA,1,1,1,1,1,1,1,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2011,3,1,29,1,2010,2,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,1,1,1,2,NA,2,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2420.1,1.57831325301205,0.638461538461538
7,101.3717,21,Puebla,NA,NA,1,2,2,21,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TRABAJADORA DOMESTICA,9611,9,1,NA,NA,1,2,1,1,2,1,1,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,132,29,1,2021,21,132,29,1,2021,1,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,NA,2,1,1,1,2,1,1,2,2,NA,NA,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2749.2,1.12,0.961538461538462
8,101.3859,16,Michoac�n de Ocampo,NA,NA,1,2,2,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EN EL CAMPO,6119,6,1,NA,NA,1,1,1,2,1,1,1,1,9,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,39,22,11,2011,16,11,22,11,2011,1,5,3,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,3,98,1,1,1,0,0,0,0,0,0,2,NA,1,5,931.2,1.19047619047619,0.875
9,101.4401,15,Estado de M�xico,31,CERESO CHALCO MIXQUIC,1,1,2,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PULIDOR,7999,7,1,NA,NA,1,2,1,1,2,1,1,1,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,14,5,2014,15,39,98,11,2013,5,4,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2604.1,3.77329192546584,0.22258064516129
10,101.4449,3,Baja California Sur,NA,NA,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPO AGRICOLA,6119,6,1,NA,NA,1,2,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,15,5,2011,3,3,17,5,2010,6,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,286.1,1.53872053872054,0.616182572614108
11,101.4515,25,Sinaloa,NA,NA,1,1,2,26,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,RENTA DE BANOS PORTATILES,4312,4,1,NA,NA,1,2,1,2,1,1,1,2,1,5,4,9,1,0,0,1,0,0,0,0,0,0,25,6,28,10,2012,25,6,98,98,9998,3,5,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,2,NA,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1415.1,4.23217922606925,0.468064823641563
12,101.4995,10,Durango,NA,NA,1,1,1,10,1,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OBRERO,7999,7,2,NA,4,2,2,2,2,2,1,2,2,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,17,15,7,2006,10,17,15,7,2006,1,2,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3037.1,5.42553191489362,0.184313725490196
13,101.5967,30,Veracruz de Ignacio de la Llave,NA,NA,1,2,2,30,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,DOMESTICA,9611,9,1,NA,NA,1,1,1,1,1,1,1,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,102,22,4,2013,30,102,98,7,2012,5,3,NA,NA,NA,NA,NA,NA,2,2,8,2,2,2,2,2,2,2,2,NA,1,1,2,1,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,283.2,1.08333333333333,0.923076923076923
14,101.6373,9,Ciudad de M�xico,NA,NA,1,1,2,9,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE EN GENERAL EN UNA TIENDA,4211,4,1,NA,NA,2,2,2,1,2,2,3,2,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,15,2,2010,9,16,21,1,2010,3,9,9,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,NA,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1173.1,11.3673469387755,0.115158636897767
15,101.7186,14,Jalisco,25,COMISARIA DE REINSERCION FEMENIL,1,2,2,14,1,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADA DE MOSTRADOR,4211,4,1,NA,NA,1,2,1,2,2,1,3,2,1,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,120,1,10,2011,14,120,98,98,2010,6,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2020.2,1.03601694915254,0.969199178644764
16,101.7584,9,Ciudad de M�xico,14,RECLUSORIO PREVENTIVO VARONIL NORTE,1,1,2,15,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,PINTOR DE CASAS BROCHA GORDA,7135,7,1,NA,NA,1,1,1,1,1,1,3,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,58,98,98,2014,15,58,98,98,2014,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,0,0,0,0,0,2,NA,1,6,3191.1,11.3089802130898,0.273067331670823
17,101.8266,30,Veracruz de Ignacio de la Llave,NA,NA,1,2,2,30,2,0,1,0,0,0,0,1,0,0,0,0,0,1,4,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADA DE COCINA ECONOMICA,5112,5,2,NA,2,1,1,2,2,2,1,1,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,71,18,1,2021,30,87,18,1,2019,8,4,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,10,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2100.2,1.0958904109589,0.9125
18,101.84,12,Guerrero,22,CERESO ACAPULCO DE JUAREZ,1,1,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,"EMPLEADO DE LA TERMOELECTRICA DE PETACALCO, SE DEDICA A LA SOLDADURA",7212,7,1,NA,NA,1,2,1,1,1,1,1,1,1,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,68,9,8,2017,12,68,9,8,2017,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,101.1,2.65747460087083,0.4140625
19,101.8427,27,Tabasco,50,CERESO VILLAHERMOSA,1,2,2,27,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CUIDAR DE ADULTOS MAYORES,5299,5,1,NA,NA,1,2,1,1,1,1,1,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,23,9,2018,27,5,11,9,2018,2,5,2,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,4,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2795.2,1.01769911504425,1
20,101.8531,23,Quintana Roo,NA,NA,1,1,2,23,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MESERO SERVIBAR,5116,5,1,NA,NA,1,2,1,1,2,1,1,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,28,8,2019,23,5,26,8,2019,2,3,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,2,2,2,NA,1,1,2,2,2,1,1,2,2,NA,NA,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,381.1,3.46323529411765,0.330900243309002
21,101.8676,31,Yucat�n,53,CERESO MERIDA,1,1,2,31,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AYUDANTE DE ALBANIL,9221,9,1,NA,NA,1,2,1,2,1,2,3,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,50,28,12,2016,31,50,98,7,2016,5,3,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,2,2,2,2,NA,1,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2884.1,2.34672304439746,0.340778097982709
22,101.8693,8,Chihuahua,11,CERESO ESTATAL NO.1,1,1,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,2,0,2,2,NA,NA,NA,PONIA CERAMICA EN CASAS,7132,7,1,NA,NA,1,1,1,2,1,1,1,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,7,11,2018,8,19,1,9,2018,5,4,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,796.1,4.25834542815675,0.239652173913043
23,101.9335,18,Nayarit,37,CERESO NAYARIT,1,1,2,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,MECANICO,2639,2,1,NA,NA,2,1,1,1,2,1,1,2,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,19,8,2016,18,17,98,98,9998,3,5,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,1,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2288.1,1.86141575274177,0.765648854961832
24,101.9879,2,Baja California,3,CERESO TIJUANA,1,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADO EN FABRICA,9999,99,NA,NA,99,1,2,1,2,1,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,8,6,2018,2,4,8,6,2018,1,1,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,1,2,2,2,NA,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,607.1,5.42313117066291,0.132672155688623
25,102.0023,10,Durango,19,CEFERESO 14 CPS DURANGO,1,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,4,1,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,SICARIO,1012,10,1,NA,NA,1,2,1,2,1,1,1,1,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,10,3,2011,8,19,10,3,2011,1,5,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,2,2,NA,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,767.1,2.67667121418827,0.371515458692347
26,102.0327,5,Coahuila de Zaragoza,NA,NA,1,1,2,5,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,2,6,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,OPERADOR MAQUINARIA PESADA,8351,8,1,NA,NA,1,1,1,2,1,2,3,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,98,6,2008,5,35,6,6,2005,6,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2226.1,4.88888888888889,0.192419825072886
27,102.0538,15,Estado de M�xico,27,CERESO NEZAHUALCOYOTL BORDO,1,1,2,15,1,0,1,1,0,0,0,1,0,0,0,0,0,1,6,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CARPINTERO,7311,7,1,NA,NA,1,2,1,2,1,1,1,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,70,15,6,2020,15,70,14,6,2020,2,4,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,NA,2,1,2,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,0,0,0,0,0,0,2,NA,1,5,1327.1,5.83333333333333,0.163964292220805
